"state","city","name","advo_bool","cloth_bool","job_bool","fin_bool","food_bool","house_bool","health_bool","hyg_bool","legal_bool","mental_bool","sosh_bool","youth_bool","xport_bool","qfco","qyco","lsvo","tflo","tfmpo","tfms","other","address","street","city_norm","state_norm","zip","url","email","phone"
"California","Statewide","Trans Family Support Services: California",1,0,0,0,0,0,1,0,1,0,1,1,0,,"X",,,,,,"California",,,,,"https://transfamilysos.org/","info@transfamilysos.org","858-304-0085"
"California","San Francisco","LYRIC Center for LGBTQ+ Youth",1,1,1,0,0,1,1,0,1,0,1,1,0,,"X",,,,,,"127 Collingwood St
San Francisco, CA 94114",,,,,"https://lyric.org/","lyricinfo@lyric.org","415-703-6150 Ext 100"
"California","San Francisco","Dimensions Clinic",0,0,0,0,0,0,1,0,0,1,0,1,0,,"X",,,,,,"3850 17th St
San Francisco, CA 94114",,,,,"http://www.dimensionsclinic.org/","dimensions.clinic@sfdph.org","628-217-5700"
"California","San Francisco, Oakland,
San Mateo, San Ramon","UCSF Child and Adolescent Gender Center",1,0,0,0,0,0,1,0,1,1,1,1,0,,"X",,,,,,"Multiple addresses",,,,,"https://www.ucsfbenioffchildrens.org/clinics/child-and-adolescent-gender-center","unknown","415-885-7770"
"California","San Francisco, Oakland,
San Mateo, San Ramon","UCSF Child and Adolescent Gender Center",1,0,0,0,0,0,1,0,1,1,1,1,0,,"X",,,,,,"Multiple addresses",,,,,"https://www.ucsfbenioffchildrens.org/clinics/child-and-adolescent-gender-center","unknown","415-885-7770"
"California","San Francisco, Oakland,
San Mateo, San Ramon","UCSF Child and Adolescent Gender Center",1,0,0,0,0,0,1,0,1,1,1,1,0,,"X",,,,,,"Multiple addresses",,,,,"https://www.ucsfbenioffchildrens.org/clinics/child-and-adolescent-gender-center","unknown","415-885-7770"
"California","San Francisco, Oakland,
San Mateo, San Ramon","UCSF Child and Adolescent Gender Center",1,0,0,0,0,0,1,0,1,1,1,1,0,,"X",,,,,,"Multiple addresses",,,,,"https://www.ucsfbenioffchildrens.org/clinics/child-and-adolescent-gender-center","unknown","415-885-7770"
"California","San Francisco","UCSF Gender Affirming Health Program",0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,"X",,,"1725 Montgomery St
Suite 250, San Francisco, CA 94111",,,,,"https://www.ucsfhealth.org/clinics/gender-affirming-health-program?_ga=2.135768049.1326281007.1680123949-1301646625.1680123949&_gl=1*8kkobi*_ga*MTMwMTY0NjYyNS4xNjgwMTIzOTQ5*_ga_6342EFQ19Y*MTY4MDEyMzk0OS4xLjEuMTY4MDEyNDY2Ni4wLjAuMA..*_ga_6M0C66SSHL*MTY4MDEyMzk0OS4xLjEuMTY4MDEyNDY2Ni4wLjAuMA..","referral.center@ucsf.edu","415-885-7770"
"California","San Franscisco","Our Family Coalition",1,0,0,0,0,0,0,0,0,0,1,1,0,,"X",,,,,,"1385 Mission St, Suite 330
San Francisco, CA 94103",,,,,"https://ourfamily.org/","info@ourfamily.org","415-981-1960"
"California","San Jose","Billy DeFrank LGBTQ+ Center",1,0,1,0,0,0,1,0,0,0,1,1,0,"X",,,,,,,"938 The Alameda
San Jose, CA 95126",,,,,"https://www.defrankcenter.org/","Fabulous@defrank.org
info@defrank.org
","408-293-3040"
"California","San Luis Obispo","Gala Pride and Diversity Center",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"1060 Palm St
San Luis Obispo, CA 93401",,,,,"https://galacc.org/","email@ccgala.org (may be defunct)","805-541-4252"
"California","San Mateo","San Mateo County Pride Center",1,1,1,0,0,1,1,1,1,1,1,1,0,"X",,,,,,,"1021 S El Camino Real
San Mateo, CA 94402",,,,,"https://sanmateopride.org/","info@sanmateopride.org","650-591-0133"
"California","Santa Ana","LGBT Center Orange County",1,0,1,0,0,1,1,0,1,1,1,1,0,"X",,,,,,,"1605 N Spurgeon St
Santa Ana, CA 92701",,,,,"https://www.lgbtqcenteroc.org/","info@lgbtqcenteroc.org","714-953-5428"
"California","Santa Barbara","Pacific Pride Foundation",1,0,0,0,0,0,1,0,0,1,1,1,0,"X",,,,,,,"608 Anacapa St Suite A
Santa Barbara, CA 93101",,,,,"https://pacificpridefoundation.org/","hello@pacificpridefoundation.org","805-963-3636"
"California","Santa Barbara","Santa Barbara Trans Advocacy Network",1,0,0,0,0,0,1,0,0,0,1,1,0,,,"X",,,,,"Santa Barbara, California",,,,,"https://www.sbtan.org/","info@sbtan.org","unknown"
"California","Santa Cruz","The Diversity Center: Santa Cruz LGBT Community Center",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"1117 Soquel Ave
Santa Cruz, CA 95062",,,,,"https://www.diversitycenter.org/","info@diversitycenter.org","831-425-5422"
"California","Santa Rosa","Positive Images",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"200 Montgomery Dr Suite C
Santa Rosa, CA 95404",,,,,"https://www.posimages.org/","info@posimages.org","707-568-5830"
"California","Torrance","South Bay LGBTQ Center",0,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"16610 Crenshaw Blvd
Torrance, CA 90504",,,,,"https://southbaycenter.wixsite.com/southbaylgbtcenter","southbaylgbtcenter@gmail.com","310-328-6550"
"California","Ventura","Diversity Collective",1,0,0,0,0,0,1,0,0,0,1,1,0,"X",,,,,,,"2471 Portola Rd Suite 100
Ventura, CA 93003",,,,,"https://www.diversitycollectivevc.org/","info@diversitycollective.org","805-644-5428"
"California","Visalia","The Source LGBT+ Center",1,1,0,0,1,0,1,0,0,1,1,1,0,"X",,,,,,,"109 NW 2nd Ave
Visalia, CA 93291",,,,,"https://www.thesourcelgbt.org/","info@thesourcelgbt.org","559-429-4277"
"Colorado","Avon","Mountain Pride",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"110 E Beaver Creek Blvd
306 Suite 5
Avon, Colorado 81620",,,,,"https://www.mountainpride.org/","madison@mountainpride.org","970-510-0276"
"Colorado","Boulder","Out Boulder County",1,0,1,1,1,1,1,0,1,1,1,1,0,"X",,,,,,,"3340 Mitchell Ln
Boulder, CO 80301",,,,,"https://www.outboulder.org/","info@outboulder.org","303-499-5777"
"Colorado","Denver","Queer Asterisk Therapeutic Services",1,0,0,0,0,0,0,0,0,1,1,1,0,,,,,"X",,,"1575 Franklin St
Denver, CO 80218",,,,,"https://queerasterisk.com/","info@queerasterisk.com","720-507-6161"
"Colorado","Colorado Springs","Inside Out Youth Services",1,0,0,0,0,0,0,0,0,0,1,1,0,,"X",,,,,,"223 N. Wahsatch Ave Ste 101
Colorado Springs, CO 80903",,,,,"https://insideoutys.org/","unknown, contact info blackout since CO springs shooting","719-328-1056 
(from centerlink, please verify)"
"Colorado","Statewide","Transformative Freedom Fund (for trans healthcare)",0,0,0,1,0,0,0,0,0,0,0,0,0,,,"X",,,,,"Colorado",,,,,"https://transformativefreedomfund.org/","unknown, use site contact form to contact","unknown"
"Colorado","Denver","The Center on Colfax",1,0,1,0,0,0,0,0,1,0,1,1,0,"X",,,,,,,"1301 E. Colfax Ave
Denver, CO 80218",,,,,"https://lgbtqcolorado.org/","info@lgbtqcolorado.org","303-733-7743"
"Colorado","Durango","Four Corners Rainbow Youth Center",1,0,0,0,0,0,0,0,0,0,1,1,0,,"X",,,,,,"Durango, Colorado",,,,,"http://www.rainbowyouthcenter.org/","info@rainbowyouthcenter.org","970-903-8595"
"Connecticut","New Haven","New Haven Pride Center",1,1,1,1,1,1,1,1,1,1,1,1,0,"X",,,,,,,"84 Orange St
New Haven, CT 06510",,,,,"https://www.newhavenpridecenter.org/","info@newhavenpridecenter.org","203-387-2252"
"Connecticut","Norwalk","Triangle Community Center",1,0,1,0,0,1,1,1,1,1,1,1,0,"X",,,,,,,"650 West Ave
Norwalk, CT 06850",,,,,"https://ctpridecenter.org/","tcc@ctpridecenter.org","203-853-0600"
"Delaware","Rehoboth Beach","CAMP Rehoboth Community Center",1,0,0,0,0,0,1,0,0,0,1,1,0,"X",,,,,,,"37 Baltimore Avenue
Rehoboth Beach, DE 19971",,,,,"https://www.camprehoboth.com/","info@camprehoboth.com","302-227-5620"
"District of Columbia","District of Columbia","Rainbow Families",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"5614 Connecticut Ave NW #309
Washington DC 20015-2604",,,,,"https://rainbowfamilies.org/","info@rainbowfamilies.org","202-845-6913"
"District of Columbia","District of Columbia","SYMAL",1,0,1,1,1,1,1,1,1,1,1,1,0,,"X",,,,,,"410 7th Street SE,
Washington, DC 20003",,,,,"https://smyal.org/","supporterinfo@smyal.org","202-546-5940"
"District of Columbia","District of Columbia","The DC Center for the LGBT Community",1,1,1,0,0,0,1,0,0,1,1,1,0,"X",,,,,,,"2000 14th Street NW Suite 105
Washington, DC 20009",,,,,"https://thedccenter.org/","supportdesk@thedccenter.org","202-682-2245"
"Florida","Statewide","PRISM",1,0,0,0,0,0,1,0,0,0,1,1,0,,,"X",,,,,"Florida",,,,,"https://www.prismfl.org/","info@prismfl.org","561-291-9207"
"Florida","Fort Lauderdale","High Impacto",1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,"X",,,"1001 W. Cypress Creek Rd Suite 308
Fort Lauderdale, FL 33309",,,,,"https://highimpacto.org/","info@highimpacto.org","954-947-3603"
"Florida","Fort Myers","Visuality LGBT Community Center",1,0,0,1,0,0,0,0,0,0,1,1,0,,,"X",,,,,"Fort Myers, Florida",,,,,"https://www.visualityswfl.org/","visualityfloridainc@gmail.com","239-898-6124"
"Florida","Gainesville","Pride Community Center of North Central Florida",1,0,0,0,1,0,1,0,0,0,1,1,0,"X",,,,,,,"3131 NW 13th St
 Gainesville, FL 32609",,,,,"https://gainesvillepride.org/","pccncf@gainesvillepride.org","352-377- 8915"
"Florida","Jacksonville","JASMYN - Jacksonville Area Sexual Minority Youth Network",1,0,1,0,1,1,1,1,0,1,1,1,1,,"X",,,,,,"923 Peninsular Pl
 Jacksonville, FL 32204",,,,,"https://www.jasmyn.org/","unknown","904-389-3857"
"Florida","Orlando","The Center: Orlando",1,1,1,1,1,1,1,1,1,1,1,1,0,"X",,,,,,,"942 N Mills Ave
Orlando, FL 32803",,,,,"https://thecenterorlando.org/","info@TheCenterOrlando.org","407-228-8272"
"Florida","Kissimmee","The Center: Kissimmee",1,1,1,1,1,1,0,1,1,1,1,1,0,"X",,,,,,,"17 W. Monument Ave
Kissimmee FL 34741",,,,,"https://thecenterorlando.org/","info@TheCenterOrlando.org","407-228-8272 Ext 1014"
"Florida","Lake Worth","Compass LGBTQ Community Center",1,0,0,0,0,0,1,0,0,1,1,1,0,"X",,,,,,,"201 N. Dixie Hwy
Lake Worth Beach, FL 33460",,,,,"https://compassglcc.com/","compass@compassglcc.com","561-533-9699 "
"Florida","Miami","Pridelines Miami",1,1,1,0,1,1,1,1,0,1,1,1,1,"X",,,,,,,"6360 NE 4th Ct
Miami, FL 33138",,,,,"https://pridelines.org/","info@pridelines.org","305-571-9601"
"Florida","Miami Beach","Pridelines @ The LGBTQ Visitor Center",1,1,1,0,1,1,1,1,0,1,1,1,1,"X",,,,,,,"1130 Washington Ave 1st Floor North
Miami Beach, FL 33139",,,,,"https://pridelines.org/","info@pridelines.org","305-571-9601"
"Florida","Naples","Naples Pride Center",1,0,1,0,0,1,1,0,1,1,1,1,0,"X",,,,,,,"2248 Airport Rd S
Naples, FL 34112",,,,,"https://www.naplespride.org/","info@naplespride.org","239-304-9407"
"Florida","Naples","Sage House Naples",0,1,0,0,1,1,0,1,0,0,0,0,1,,"X",,,,,,"Naples, Florida",,,,,"https://sagehousenaples.org/ (Website currently broken)","info@sagehousenaples.org","239-682-8500"
"Florida","New Port Richie","Metro Inclusive Health: New Port Richey",1,0,1,1,1,1,1,0,0,1,1,1,0,,,,,"X",,,"4747 US-19
New Port Richey, FL 34652",,,,,"https://www.metrotampabay.org/about/locations/new-port-richey/","info@metrotampabay.org","727-494-7625"
"Florida","Clearwater","Metro Inclusive Health: Clearwater",1,0,1,1,1,1,1,0,0,1,1,1,0,,,,,"X",,,"18167 US Highway 19 North Suite 150
Clearwater, FL 33764",,,,,"https://www.metrotampabay.org/about/locations/clearwater/","info@metrotampabay.org","727-220-0550"
"Florida","St. Petersburg","Metro Inclusive Health: St. Petersburg",1,0,1,1,1,1,1,0,1,1,1,1,0,,,,,"X",,,"3251 3rd Ave N
St. Petersburg, FL 33713",,,,,"https://www.metrotampabay.org/about/locations/st-petersburg/","info@metrotampabay.org","727-321-3854"
"Florida","Tampa","Metro Inclusive Health: Tampa",1,0,1,1,1,1,1,0,0,1,1,1,0,,,,,"X",,,"2105 N Nebraska Ave
Tampa, FL 33602",,,,,"https://www.metrotampabay.org/about/locations/tampa-ybor/","info@metrotampabay.org","813-232-3808"
"Florida","Orlando","Orlando Youth Alliance",1,0,0,1,0,0,0,0,0,1,1,1,0,,"X",,,,,,"Orlando, Florida",,,,,"https://orlandoyouthalliance.org/","info@orlandoyouthalliance.org","407-244-1222"
"Florida","Sanford","Seminole Youth Alliance",1,0,0,1,0,0,0,0,0,1,1,1,0,,"X",,,,,,"Sanford, Florida",,,,,"https://seminoleyouthalliance.org/","info@orlandoyouthalliance.org","407-244-1222"
"Florida","Lakeland","Lakeland Youth Alliance",1,0,0,1,0,0,0,0,0,1,1,1,0,,"X",,,,,,"Lakeland, Florida",,,,,"https://lakelandyouthalliance.org/","info@orlandoyouthalliance.org","407-244-1222"
"Florida","Kissimmee","Osceola Youth Alliance",1,0,0,1,0,0,0,0,0,1,1,1,0,,"X",,,,,,"Kissimmee, Florida",,,,,"https://osceolayouthalliance.org/","info@orlandoyouthalliance.org","407-244-1222"
"Florida","Orlando","Zebra Coalition",1,0,1,1,1,1,0,1,0,1,1,1,0,,"X",,,,,,"911 N Mills Ave
Orlando, FL 32803",,,,,"https://zebrayouth.org/","info@zebrayouth.org","407-228-1446"
"Florida","Panama City","Gulf Coast LGBTQ Center",1,0,0,0,1,0,0,0,0,0,1,1,0,"X",,,,,,,"1608 Baker Ct
Panama City, FL 32401",,,,,"https://gulfcoastlgbtqcenter.org/","info@gulfcoastlgbtqcenter.org","850-640-0196"
"Florida","Port Charlotte","ARAY: All Rainbow and Allied Youth",1,1,0,0,0,0,1,1,0,1,1,1,0,,"X",,,,,,"Port Charlotte, Florida",,,,,"https://www.allrainbowandalliedyouth.org/","info@allrainbowandalliedyouth.org","941-777-5052"
"Florida","Stuart","Sanctuary LGBTQ Community Center",1,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"21 SE Central Pkwy
Stuart, FL 34994-5907",,,,,"https://www.sanctuaryoftreasurecoast.org/","thesanctuaryofthetreasurecoast@gmail.com","none"
"Florida","Sarasota","Also Youth: Sarasota",1,0,0,1,0,1,0,0,0,1,1,1,0,,"X",,,,,,"1470 Boulevard of the Arts
Sarasota, FL 34236",,,,,"https://www.alsoyouth.org/","info@alsoyouth.org","unknown"
"Florida","Brandenton","Also Youth: Manatee",1,0,0,1,0,1,0,0,0,1,1,1,0,,"X",,,,,,"351 6th Avenue West
Brandenton, FL 34205",,,,,"https://www.alsoyouth.org//","info@alsoyouth.org","unknown"
"Florida","Sarasota","Project Pride Inc",1,0,0,1,1,0,0,0,0,0,1,1,0,,,"X",,,,,"Sarasota, Florida",,,,,"https://www.ppsrq.org/","admin@ppsrq.org","unknown"
"Florida","Tallahassee","LGBTQ Support and Social Groups: Florida",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"4228 Oak Run Lane
Tallahassee, Florida 32317",,,,,"https://lgbtqsupportandsocialgroupusa.square.site/florida","unknown","908-310-8889"
"Florida","Venice","Venice Pride Inc",1,0,0,1,0,0,0,0,0,0,1,0,0,"X",,,,,,,"4107 S Tamiami Trail PMB 130
Venice, FL 34293-5109
(may be only mailing address)",,,,,"https://www.veniceflpride.com/","info@veniceFLpride.com","941-271-0818"
"Florida","Wilton Manors","Pride Center at Equality Park",0,0,0,0,0,1,0,0,0,0,1,0,0,"X",,,,,,,"2040 N. Dixie Hwy
Wilton Manors, FL 33305",,,,,,"unknown","954-463-9005"
"Florida","Fort Lauderdale","SunServe",1,0,1,1,0,1,1,0,1,1,1,1,0,"X",,,,,,,"1480 SW 9th Ave
Fort Lauderdale, FL 33315",,,,,"https://www.sunserve.org/","info@sunserve.org","954-764-5150"
"Florida","Wilton Manors","Transinclusive Group",0,0,1,1,0,1,1,0,1,0,1,0,0,"X",,,,,,,"2038 N. Dixie Hwy, 104B
Wilton Manors, FL 33305",,,,,"https://www.transinclusivegroup.org/","info@transinclusivegroup.org","954-903-1297"
"Florida","Cape Coral","PRIDE Cape Coral",0,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"909 SE 47th Terrace Unit 105
Cape Coral, FL 33904",,,,,"https://www.pridecapecoral.com/","info@pridecapecoral.com","239-900-4028"
"Florida","Southwest Florida","Rainbowpages Safe Business Directory",0,0,0,0,0,0,0,0,0,0,0,0,0,,,"X",,,,,"Florida",,,,,"https://rainbowpagesswfl.com/","info@rainbowpagesswfl.com","239-234-2420"
"Georgia","Atlanta","I am Human Foundation",1,1,1,0,1,0,0,0,1,0,1,1,1,,,,,,,,"1419 Mayson St NE
Atlanta Ga 30324",,,,,"https://iamhumanfoundation.org/","info@iamhumanfoundation.org","678-365-9912"
"Georgia","Atlanta","SOJOURN: Southern Jewish Resource Network for 
Gender and Sexual Diversity",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"1530 Dekalb Ave Suite A
Atlanta, GA, 30307",,,,,"https://sojourngsd.org/","info@sojourngsd.org","404-275-4637"
"Georgia","Atlanta","The Atlanta Pride Committee",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"1530 DeKalb Ave NE, Suite A
Atlanta GA 30307",,,,,"https://www.atlantapride.org/","info@atlantapride.org","404-382-7588"
"Georgia","Savannah","First City Pride Center",1,1,0,0,0,0,0,0,0,1,1,1,0,"X",,,,,,,"1515 Bull St
Savannah GA 31401",,,,,"https://www.firstcitypridecenter.org/","unknown","912-304-5428"
"Idaho","Pocatello","All Under One Roof LGBT Center",1,0,0,1,0,0,1,0,0,1,1,1,0,"X",,,,,,,"234 North Main Street
Pocatello, ID 83201",,,,,"http://www.allunderoneroof.org/pageone.html","AUOR@allunderoneroof.org","1-208-251-1661"
"Illinois","Chicago","Center on Halsted",1,0,1,0,0,0,1,0,1,1,1,1,0,"X",,,,,,,"3656 N Halsted
Chicago, IL 60613",,,,,"https://www.centeronhalsted.org/C&C.html","mail@centeronhalsted.org","773-472-6469"
"Illinois","Chicago","Howard Brown Health",0,0,0,0,0,1,1,0,0,1,0,1,0,,,,,"X",,,"Multiple Locations
https://howardbrown.org/locations/",,,,,"https://howardbrown.org/service/broadway-youth-center/","DejaD@howardbrown.org
 ESheldon@howardbrown.org","773-388-1600"
"Illinois","Chicago","Ignite Community Resource Hub",0,0,1,0,0,1,0,0,0,1,0,1,0,,"X",,,,,,"56 E 47th St Ste 410-C
Chicago, IL 60653",,,,,"https://www.ignitepromise.org/locations","info@ignitepromise.org","773-891-2505"
"Illinois","Champaign","Uniting Pride of Champaign County",1,1,0,0,1,0,0,0,0,0,1,1,0,"X",,,,,,,"​1001 S Wright St.
Champaign, IL 61820",,,,,"https://www.unitingpride.org/","info@unitingpride.org","unknown"
"Illinois","Chicago","Brave Space Alliance",1,1,1,1,1,1,0,1,0,0,1,0,0,"X",,,,,,,"1515 E 52nd Place 3rd Floor
Chicago, IL 60615",,,,,"https://bravespacealliance.org/","info@bravespacealliance.org  ","872-333-5199"
"Illinois","Chicago","Center on Cottage Grove",1,0,1,0,0,0,1,0,1,1,1,1,0,"X",,,,,,,"6323 S Cottage Grove Ave
Chicago, IL 60649",,,,,"https://www.centeronhalsted.org/cottagegrove.html","bakins@centeronhalsted.org.","773-472-6469"
"Illinois","Naperville","Naper Pride Inc",1,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"20 N Center St
Naperville, IL 60540",,,,,"https://naperpride.org/","Hello@Naper-Pride.org","unknown"
"Illinois","Naperville","Youth Outlook",1,0,0,0,0,0,0,0,0,1,1,1,0,,"X",,,,,,"Main Address: 1828 Old Naperville Rd
Naperville, IL 60563
Multiple Drop-In Locations in Chicago
https://youth-outlook.org/services/drop-in-centers/",,,,,"https://youth-outlook.org/","info@youth-outlook.org","815-754-5331"
"Illinois","Rock Island","Clock, Inc",1,1,0,0,0,0,0,0,0,1,1,1,0,"X",,,,,,,"4102 46th Ave
Rock Island, IL 61201",,,,,,"info@clockinc.org","309-558-0956"
"Illinois","Rockford","The Liam Foundation",1,1,0,1,1,0,1,0,1,1,1,1,1,"X",,,,,,,"124 North Water St, Suite 303 A
Rockford, Illinois 61107",,,,,"https://theliamfoundation.org/","info@theliamfoundation.org","815-329-6977"
"Illinois","Springfield","The Phoenix Center",1,1,0,0,0,1,0,1,0,0,1,1,0,"X",,,,,,,"109 East Lawrence Ave
Springfield, IL 62704",,,,,,"jcool@phoenixcenterspringfield.org","217-528-5253"
"Illinois
 Indiana
 Kentucky","Evansville, IN","The Tri-State Alliance",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"501 John St Suite 5,
Evansville, IN 47713",,,,,"https://tsagl.org/index.html","3statealliance@gmail.com","812-480-0204"
"Indiana","Indianapolis","Gender Nexus, Inc",1,0,0,0,0,0,1,0,1,1,1,0,0,"X",,,,,,,"3733 N. Meridian St Suite 310
Indianapolis, IN 46208",,,,,"https://www.gendernexus.org/","Info@GenderNexus.org","317-650-5988"
"Indiana","Indianapolis","Indiana Youth Group",1,1,1,0,1,1,0,1,0,1,1,1,1,,"X",,,,,,"3733 N. Meridian St
Indianapolis, IN 46208",,,,,"https://www.indianayouthgroup.org/","unknown","317-541-8726"
"Indiana","Indianapolis","Eskenazi Health: Gender Health Services",0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"X",,"Multiple Locations in Indianapolis
https://www.eskenazihealth.edu/locations",,,,,"https://www.eskenazihealth.edu/health-services/gender-health","unknown","317-880-6042"
"Indiana","Indianapolis","Riley Gender Health Program: Indianapolis",0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,"X",,,"705 Riley Hospital Dr
Indianapolis, IN, 46202",,,,,"https://www.rileychildrens.org/contact-and-locations/riley-hospital-for-children-at-iu-health","unknown","317-274-8812"
"Indiana","Carmel","Riley Gender Health Program: Carmel",0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,"X",,,"11700 N Meridian St
Carmel, IN, 46032",,,,,"https://www.rileychildrens.org/contact-and-locations/riley-childrens-health-at-iu-health-north","unknown","317-688-2000"
"Indiana","Muncie","Muncie OUTreach: LGBT Youth Group",1,0,0,0,1,0,0,0,0,0,1,1,0,,"X",,,,,,"310 E Charles St
Muncie, IN 47305",,,,,"https://muncieoutreach.org/","muncieoutreach@gmail.com","765-216-1437"
"Indiana","Bloomington","Bloomington Pride",1,0,0,0,0,0,1,0,0,0,1,0,0,"X",,,,,,,"Bloomington, Indiana",,,,,,"info@bloomingtonpride.org","unknown"
"Indiana","Lafayette","Pride Lafayette",1,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"640 Main St 
Lafayette, IN 47901 ",,,,,"http://www.pridelafayette.org/","pridelafayetteinc@gmail.com","765-423-7579"
"Indiana","Middlebury","Fort Wayne Pride",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"527 W Berry St
Middlebury, IN 46540
",,,,,"https://www.fwpride.org/","director@fwpride.org","unknown"
"Indiana","Statewide","Indiana Transgender Rights Advocacy Alliance
(intraa)",1,0,0,0,0,0,0,0,0,0,0,0,0,,,"X",,,,,"Indiana",,,,,"https://intraa.org/","info@intraa.org","unknown"
"Indiana","South Bend","The LGBTQ Center",1,1,1,0,1,0,1,1,1,1,1,1,0,"X",,,,,,,"251 E Sample St, Suite 10
South Bend, IN, 46601",,,,,"https://www.thelgbtqcenter.org/","info@thelgbtqcenter.org","574-234-1411"
"Indiana","South Bend","Transgender Resource, Education, and Enrichment Services
(TREES)",1,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"2043 South Bend Ave #255
South Bend, IN 46637",,,,,"http://www.webetrees.org/","info@webetrees.org","219-331-4665"
"Indiana","Spencer","Spencer Pride CommUnity Center",1,0,0,0,0,0,1,1,0,0,1,1,0,"X",,,,,,,"17 E. Franklin St 
Spencer, IN 47460",,,,,"https://spencerpride.org/","info@spencerpride.org","812-652-5000"
"Indiana","Terre Haute","Pride Center Terre Haute",1,1,0,0,0,0,1,1,1,0,1,1,1,"X",,,,,,,"630 Wabash Ave
 Terre Haute, IN 47807",,,,,"https://pridecenterterrehaute.org/","info@pridecenterterrehaute.org","812-244-1329"
"Kansas","Kansas City","Our Spot KC",1,0,0,0,1,1,0,1,0,0,0,0,0,"X",,,,,,,"500 N. 7th St. Trfy
Kansas City, Kansas 66101",,,,,"https://ourspotkc.org/","unknown","913-303-8664"
"Kansas","Manhattan","Kansas State University LGBT Resource Center",1,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"1101 Mid-Campus Dr 207 Holton Hall
Manhattan, KS 66506",,,,,"https://www.k-state.edu/lgbt/","lgbt@k-state.edu","785-532-5299"
"Kansas","Wichita","The Center of Wichita",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"800 N. Market
Wichita, KS 67214",,,,,"https://www.thecenterofwichita.org/","thecenterofwichita@gmail.com","316-285-0007"
"Kentucky","Lexington","Lexington Pride Center",1,0,1,0,1,1,1,0,0,1,1,1,0,"X",,,,,,,"389 Waller Ave Suite 100
 Lexington, KY 40504",,,,,"https://www.lexpridecenter.org/","burley@lexpridecenter.org","859-253-3233"
"Kentucky","Lexington","Nathaniel Mission",0,1,1,1,1,1,1,1,0,0,0,1,0,,,,,,,"X","1109 Versailles Rd #400
 Lexington, KY 40508
",,,,,"https://www.nathanielmission.com/","info@nathanielmission.com","859-255-0062"
"Kentucky","Louisville","Louisville Pride Foundation",1,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"1244 S 3rd St
Louisville, KY 40203
(from google)",,,,,"https://louprideky.org/","Info@LouisvillePride.com","502-528-4157"
"Kentucky","Louisville","Louisville Youth Group",1,0,0,0,0,0,0,0,0,0,1,1,0,,"X",,,,,,"417 East Broadway
Louisville, KY 40202",,,,,,"unknown","502-430-2016"
"Kentucky","Paducah","Heartland Equality",1,1,1,1,1,0,1,0,0,1,1,1,0,"X",,,,,,,"413 Broadway St,
Paducah, KY 42001",,,,,"http://www.heartlandequality.org/","use website contact form to get in touch","unknown"
"Maine","Portland","Equality Community Center",1,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,," 15 Casco St
Portland, ME 04101",,,,,"https://eccmaine.org/","info@eccmaine.org","207-613-9633"
"Maryland","Denton","Caroline Pride, LLC",1,0,0,0,0,0,0,0,0,0,1,1,0,"X",,,,,,,"114 Market St Suite 207
Denton, Maryland 21629",,,,,"https://carolinepride.com/","carolinecountypride@gmail.com","410-490-6216"
"Maryland","Easton","Delmarva Pride Center",0,0,0,0,0,0,0,0,0,0,1,0,0,"X",,,,,,,"Easton, Maryland",,,,,"https://www.delmarvapridecenter.com/#home","Board@DelmarvaPrideCenter.com","unknown"
"Maryland","Frederick","The Frederick Center",1,0,0,0,0,0,0,0,0,1,1,1,0,"X",,,,,,,"322 W Patrick Street
Frederick, MD 21701",,,,,"https://thefrederickcenter.org/","TFC@TheFrederickCenter.org","301-383-8787"
